Name,Subtitles,season_episode,ners
brienne,Ser Jaime.,67,[{'ser'}]
jaime lannister,It's been good to see you. I imagine the next time will be across a battlefield.,67,"[set(), set()]"
brienne,We both saw what just happened. We both saw that thing.,67,"[set(), set()]"
jaime lannister,"Yes, and I'm not looking forward to seeing more of them. But I'm loyal to the queen and you're loyal to Sansa and her dolt brother.",67,"[set(), {'sansa'}]"
brienne,"Oh, fuck loyalty!",67,[set()]
jaime lannister,Fuck loyalty?,67,[set()]
brienne,This goes beyond houses and honor and oaths. Talk to the queen.,67,"[set(), set()]"
jaime lannister,And tell her what?,67,[set()]
davos,I wish you hadn't done that.,67,[set()]
daenerys targaryen,"I'm grateful for your loyalty, but my dragon died so that we could be here. If it's all for nothing, then he died for nothing.",67,"[set(), set()]"
jon snow,I know!,67,[set()]
tyrion lannister,I'm pleased you bent the knee to our queen,67,[set()]
jon snow,I'm not going to swear an oath I can't uphold. Talk about my father.,67,"[set(), set()]"
tyrion lannister,That is indeed a problem. The more immediate problem is that we're fucked.,67,"[set(), set()]"
davos,Any ideas as to how we might change that state of affairs?,67,[set()]
tyrion lannister,"Only one. Everyone stays here, and I go and talk to my sister.",67,"[set(), set()]"
daenerys targaryen,I didn't come all this way to have my Hand,67,[set()]
tyrion lannister,I don't want Cersei to murder me either. I could have stayed in my cell and saved a great deal of trouble.,67,"[{'cersei'}, set()]"
jon snow,I did this. I should go.,67,"[set(), set()]"
tyrion lannister,She'll definitely murder you. I go see my sister.,67,"[set(), set()]"
tyrion lannister,You spoke with her?,67,[set()]
jaime lannister,"At her until she kicked me out. She thinks I was an idiot to trust you. A lot of people seem to think that, actually.",67,"[set(), set(), set()]"
tyrion lannister,"I'm about to step into a room with the most murderous woman in the world who's already tried to kill me twice, that I know of. Who's an idiot?",67,"[set(), set()]"
jaime lannister,"I suppose we should say goodbye, one idiot to another.",67,[set()]
cersei lannister,"I shouldn't be surprised, I suppose. She's your kind of woman a foreign whore who doesn't know her place.",67,"[set(), set()]"
tyrion lannister,"A foreign whore you can't abduct, beat, or intimidate. That must be difficult for you.",67,"[set(), set()]"
cersei lannister,"So you bring her here with her pet Northerner, whom you've convinced to bow down before her.",67,[set()]
tyrion lannister,I didn't know about that.,67,[set()]
cersei lannister,"And now you've got them both working towards the same goal, the goal you've worked towards your entire life.",67,[set()]
tyrion lannister,"Cersei, I didn't know.",67,[{'cersei'}]
cersei lannister,the destruction of this family.,67,[set()]
tyrion lannister,I am the one preventing that from happening. Daenerys didn't want to debate and negotiate. She didn't want to bring you words. She wanted to bring you fire and blood until I advised her otherwise. I don't want to destroy our family. I never have.,67,"[set(), {'daenerys'}, set(), set(), set(), set()]"
cersei lannister,You killed our father,67,[set()]
tyrion lannister,"After he sentenced me to death for a crime I didn't commit, yes, I killed him. Hate me for it if you want. I hate myself for it in spite of what he was, in spite of what he did to me.",67,"[set(), set(), set()]"
cersei lannister,"Oh, poor little man. Your papa was mean to you. Do you have any idea what you did when you fired that crossbow? You left us open. You laid us bare for the vultures, and the vultures came and tore us apart. You may not have killed Joffrey, but you killed Myrcella, you killed Tommen. No one wouldo ve touched them if Father--",67,"[set(), set(), set(), set(), set(), {'tommen', 'myrcella', 'joffrey'}, set()]"
tyrion lannister,I have never been more sorry about anything.,67,[set()]
cersei lannister,"I will not hear it, not from you.",67,[set()]
cersei lannister,I will not hear it!,67,[set()]
tyrion lannister,"All right. You love your family, and I have destroyed it. I will always be a threat. So put an end to me.",67,"[set(), set(), set(), set()]"
tyrion lannister,"If it weren't for me, you'd have a motherIf it weren't for me, you'd have a father.",67,[set()]
tyrion lannister,I am more sorry about the children than you could ever know.,67,[set()]
cersei lannister,I will not,67,[set()]
tyrion lannister,I don't care. I loved them. You know I did. You know it in your heart if there's anything left of it.,67,"[set(), set(), set(), set()]"
cersei lannister,It doesn't matter. Your love doesn't matter. Your feelings don't matter. I don't care why you did what you did. I only care what it cost us. It cost us our future.,67,"[set(), set(), set(), set(), set(), set()]"
tyrion lannister,"If there's no future, then why are we here? Why did you allow me to come?",67,"[set(), set()]"
cersei lannister,Not to help my enemies collaborate in my destruction.,67,[set()]
tyrion lannister,"Yes, no, not what you hoped for, but you must have hoped for something.",67,[set()]
cersei lannister,What did you hope for? To make Jon Snow submit to your queen.,67,"[set(), {'jon'}]"
tyrion lannister,"Mm, not like this.",67,[set()]
cersei lannister,"But eventually, you want everyone to bend the knee to her.",67,[set()]
tyrion lannister,Yes.,67,[set()]
cersei lannister,Why?,67,[set()]
tyrion lannister,Because I think she will make the world a better place.,67,[set()]
cersei lannister,You said she'd destroy King's Landing.,67,[set()]
tyrion lannister,She knows herself. She chose an advisor who would check her worst impulses instead of feeding them.,67,"[set(), set()]"
cersei lannister,That's the difference between you. I don't care about checking my worst impulses. I don't care about making the world a better place. Hang the world.,67,"[set(), set(), set(), set()]"
cersei lannister,"That thing you dragged here, I know what it is, I know what it means. And when it came at me, I didn't think about the world. Not at all. As soon as it opened its mouth, the world disappeared for me, right down its black throat. All I could think about was keeping those gnashing teeth away from the ones who matter most, away from my family. Maybe Euron Greyjoy had the right idea. Get on a boat, take those who matter.",67,"[set(), set(), set(), set(), set(), {'euron'}, set()]"
tyrion lannister,You're pregnant.,67,[set()]
jon snow,No one is less happy about this than I am.,67,[set()]
daenerys targaryen,"I know. I respect what you did. Wish you hadn't done it, but I respect it.",67,"[set(), set(), set()]"
daenerys targaryen,"This place was the beginning of the end for my family. A dragon is not a slave. They were terrifying. Extraordinary. They filled people with wonder and awe, and we locked them in here. They wasted away. They grew small. And we grew small as well. We weren't extraordinary without them. We were just like everyone else.",67,"[set(), set(), set(), set(), set(), set(), set(), set(), set(), set()]"
jon snow,You're not like everyone else. And your family hasn't seen its end. You're still here.,67,"[set(), set(), set()]"
daenerys targaryen,I can't have children.,67,[set()]
jon snow,Who told you that?,67,[set()]
daenerys targaryen,The witch who murdered my husband.,67,[set()]
jon snow,Has it occurred to you she might not have been a reliable source of information?,67,[set()]
daenerys targaryen,"You were right from the beginning. If I had trusted you, everything would be different.",67,"[set(), set()]"
jon snow,"So, what now?",67,[set()]
daenerys targaryen,I can't forget what I saw north of the Wall. And I can't pretend that Cersei won't take back half the country the moment I march north.,67,"[set(), {'cersei'}]"
jon snow,It appears Tyrion's assessment was correct. We're fucked.,67,"[{'tyrion'}, set()]"
cersei lannister,"My armies will not stand down. I will not pull them back to the capital. I will march them north to fight alongside you in the Great War. The darkness is coming for us all. We'll face it together. And when the Great War is over, perhaps you'll remember I chose to help with no promises or assurances from any of you. I expect not. Call our banners. All of them.",67,"[set(), set(), set(), set(), set(), set(), set(), set(), set()]"
petyr baelish,It's not easy for ravens to fly in these storms. Perhaps Jon tried to send word earlier.,67,"[set(), {'jon'}]"
sansa stark,"No, this is the way he is, the way he's always been. He never asked for my opinion. Why would he start now?",67,"[set(), set(), set()]"
petyr baelish,I can't believe he'd surrender the Northern crown without consulting you.,67,[set()]
sansa stark,"This is his writing, his signature. He pledged to fight for Daenerys Targaryen. He's bent the knee.",67,"[set(), {'daenerys'}, set()]"
petyr baelish,I've heard gossip that the Dragon Queen is quite beautiful.,67,[set()]
sansa stark,What does that have to do with anything?,67,[set()]
petyr baelish,Jon is young and unmarried. Daenerys is young and unmarried.,67,"[{'jon'}, {'daenerys'}]"
sansa stark,You think he wants to marry her?,67,[set()]
petyr baelish,"An alliance makes sense. Together, they'd be difficult to defeat. He was named King.",67,"[set(), set(), set()]"
sansa stark,"Even if I wanted to, Arya would never go along. She always loved Jon far more than she ever loved me, and she'd kill anyone who betrayed her family.",67,"[{'arya'}, {'jon'}]"
petyr baelish,"You are family, too. Would Arya really murder her own sister?",67,"[set(), {'arya'}]"
sansa stark,Do you know what she is now? Do you know what the Faceless Men are?,67,"[set(), set()]"
petyr baelish,"Only by reputation. They worship the God of Death, I believe. I never trust godly men.",67,"[set(), set(), set()]"
sansa stark,They're killers. And Arya was one of them. What do you think she's after?,67,"[set(), {'arya'}, set()]"
petyr baelish,She's your sister,67,[set()]
sansa stark,She could want me dead because she thinks I wronged my family.,67,[set()]
petyr baelish,Why did she come to Winterfell?,67,[set()]
sansa stark,To kill me for marrying our enemies and betraying my family.,67,[set()]
petyr baelish,Why did she unearth the letter Cersei made you write?,67,[{'cersei'}]
sansa stark,To provide proof of my betrayals. To provide justification after she murders me.,67,"[set(), set()]"
petyr baelish,"And after she murders you, what does she become?",67,[set()]
sansa stark,Lady,67,[set()]
jon snow,"If we have the Dothraki ride hard on the kingsroad, they'll arrive at Winterfell within the fortnight.",67,[set()]
daenerys targaryen,"And the Unsullied? We can sail with them to White Harbor, meet the Dothraki here on the kingsroad, then ride together to Winterfell.",67,"[set(), set()]"
jorah mormont,"Perhaps you should fly to Winterfell, Your Grace. You have many enemies in the North. Thousands fell fighting your fatherAll it takes is one angry man with a crossbow. He'll see your silver hair on the kingsroad and know that one well-placed bolt will make him a hero. The man who killed the conqueror.",67,"[set(), set(), set(), set(), set()]"
jon snow,"It's your decision, Your Grace. But if we're going to be allies in this war, it's important for the Northerners to see us as allies. If we sail to White Harbor together, I think it sends a better message.",67,"[{'your'}, set(), set()]"
daenerys targaryen,I've not come to conquer the North. I'm coming to save the North. We sail together.,67,"[set(), set(), set()]"
theon greyjoy,Jon.,67,[{'jon'}]
theon greyjoy,Can I speak with you?,67,[set()]
jon snow,All right.,67,[set()]
theon greyjoy,"What you did in King's Landing, what you said... You couldo ve lied to Cersei about bending the knee to Daenerys. You risked everything to tell an enemy the truth.",67,"[{'daenerys', 'cersei'}, set()]"
jon snow,We went down there to make peace. And it seems to me we need to be honest with each other if we're going to fight together.,67,"[set(), set()]"
theon greyjoy,"You've always known what was right. Even when we were all young and stupid, you always knew. Every step you take it's always the right step.",67,"[set(), set(), set()]"
jon snow,"It's not. It may seem that way from the outside, but I promise you, it's not true. I've done plenty of things that I regret.",67,"[set(), set(), set()]"
theon greyjoy,"Not compared to me, you haven't.",67,[set()]
jon snow,No. Not compared to you.,67,"[set(), set()]"
theon greyjoy,I always wanted to do the right thing. Be the right kind of person. But I never knew what that meant. It always seemed like there's like there was an impossible choice I had to make. Stark or Greyjoy.,67,"[set(), set(), set(), set(), set()]"
jon snow,Our father was more of a father.,67,[set()]
theon greyjoy,He was.,67,[set()]
jon snow,And you betrayed him. Betrayed his memory.,67,"[set(), set()]"
theon greyjoy,I did.,67,[set()]
jon snow,But you never lost him. He's a part of you. Just like he's a part of me.,67,"[set(), set(), set()]"
theon greyjoy,But the things I've done.,67,[set()]
jon snow,"It's not my place to forgive you for all of it. But what I can forgive, I do. You don't need to choose. You're a Greyjoy and you're a Stark.",67,"[set(), set(), set(), {'stark', 'greyjoy'}]"
theon greyjoy,"When I was Ramsay's prisoner, Yara tried to save me. She's the only one who tried to save me. She needs me now.",67,"[{'yara', 'ramsay'}, set(), set()]"
jon snow,"So, why are you still talking to me?",67,[set()]
harrag,"Load up. Load up, lads. Go on. Tide's coming in.",67,"[set(), set(), set(), set()]"
theon greyjoy,All of us chose to follow Yara. We left the Iron Islands for Yara. She would never leave one of us behind. We're not leaving her behind.,67,"[{'yara'}, set(), set(), set()]"
harrag,Your sister--,67,[set()]
theon greyjoy,She's not dead.,67,[set()]
harrag,"She's dead. Even if Euron hasn't cut her throat yet, she's dead.",67,"[set(), {'euron'}]"
theon greyjoy,She's our queen,67,[set()]
harrag,She's your sister,67,[set()]
theon greyjoy,I did. I ran from my uncle.,67,"[set(), set()]"
harrag,"So, why in fuck's name should we listen to you? They say the dead can't swim. We're going to sail east, find a nice, quiet island, kill all the men, and take their wives for ourselves.",67,"[set(), set(), set()]"
theon greyjoy,We're done with all that.,67,[set()]
harrag,Who says we are?,67,[set()]
theon greyjoy,"Yara did. She made a pledge. We're going to find her, and we're going to set her free.",67,"[{'yara'}, set(), set()]"
harrag,"Run away, little Theon. It's what you do best.",67,"[{'theon'}, set()]"
man,He needs to shut his mouth.,67,[set()]
man,Hey!,67,[set()]
man,"Oh, yes!",67,[set()]
man,That's more like it.,67,[set()]
harrag,Stay down or I'll kill you!,67,[set()]
harrag,I said stay down or I'll kill you!,67,[set()]
theon greyjoy,Not for me. For Yara!,67,"[set(), {'yara'}]"
men,Yara!,67,[{'yara'}]
sansa stark,Have my sister,67,[set()]
arya stark,Are you sure you want to do this?,67,[set()]
sansa stark,It's not what I want. It's what honor demands.,67,"[set(), set()]"
arya stark,And what does honor demand?,67,[set()]
sansa stark,That I defend my family from those who would harm us. That I defend the North from those who would betray us.,67,"[set(), set()]"
arya stark,"All right, then. Get on with it.",67,"[set(), set()]"
sansa stark,You stand accused of murder. You stand accused of treason. How do you answer these charges Lord Baelish?,67,"[set(), set(), {'baelish'}]"
arya stark,My sister asked you a question.,67,[set()]
petyr baelish,"Lady Sansa, forgive me I'm a bit confused.",67,[{'sansa'}]
sansa stark,"Which charges confuse you? Let's start with the simplest one you murdered our aunt, Lysa Arryn. You pushed her through the Moon Door and watched her fall. Do you deny it?",67,"[set(), {'lysa'}, set(), set()]"
petyr baelish,I did it to protect you.,67,[set()]
sansa stark,"You did it to take power in the Vale. Earlier, you conspired to murder Jon.",67,"[set(), {'jon'}]"
petyr baelish,Whatever your aunt,67,[set()]
sansa stark,You had Aunt Lysa send a letter to our parents telling them it was the Lannisters who murdered Jon.,67,"[{'lysa', 'jon'}]"
petyr baelish,I know of no such letter.,67,[set()]
sansa stark,You conspired with Cersei Lannister and Joffrey Baratheon to betray our father.,67,"[{'cersei', 'joffrey'}]"
petyr baelish,I deny it! None of you were there to see what happened. None of you knows the truth.,67,"[set(), set(), set()]"
bran stark,You held a knife to his throat.,67,[set()]
bran stark,"You said, ""I did warn you not the trust me.""",67,[set()]
arya stark,You told our mother,67,[set()]
petyr baelish,"Lady Sansa, I have known you since you were a girl. I've protected you.",67,"[{'sansa'}, set()]"
sansa stark,Protected me? By selling me to the Boltons?,67,"[set(), {'boltons'}]"
petyr baelish,"If we could speak alone, I can explain everything.",67,[set()]
sansa stark,"Sometimes when I'm trying to understand a person's motives, I play a little game. I assume the worst. What's the worst reason you have for turning me against my sisterThat's what you do, isn't it? That's what you've always done turn family against family, turn sister against sister. That's what you did to our mother.",67,"[set(), set(), set(), set(), set()]"
petyr baelish,"Sansa, please.",67,[{'sansa'}]
sansa stark,"I'm a slow learner, it's true. But I learn.",67,"[set(), set()]"
petyr baelish,Give me a chance to defend myself. I deserve that.,67,"[set(), set()]"
petyr baelish,I am Lord Protector of the Vale and I command you to escort me safely back to the Eyrie.,67,[set()]
john royce,I think not.,67,[set()]
petyr baelish,"Sansa, I beg you! I loved your mother since the time I was a boy.",67,"[{'sansa'}, set()]"
sansa stark,"And yet, you betrayed her.",67,[set()]
petyr baelish,I loved you. More than anyone.,67,"[set(), set()]"
sansa stark,"And yet, you betrayed me.",67,[set()]
sansa stark,"When you brought me back to Winterfell, you told me there's no justice in the world, not unless we make it. Thank you for all your many lessons, Lord Baelish. I will never forget them.",67,"[set(), {'baelish'}, set()]"
petyr baelish,Sansa! I--,67,"[{'sansa'}, set()]"
jaime lannister,Our men in King's Landing will march north in three days' time.,67,[set()]
man,It'll take us a fortnight just to gather supplies for the train.,67,[set()]
jaime lannister,"We don't have a fortnight. If the North falls, we fall. Three days. The remaining forces in the Westerlands will take the river road east. We'll meet at Lord Harroway's Town and march together to Winterfell.",67,"[set(), set(), set(), set(), {'harroway'}]"
cersei lannister,Ser Jaime.,67,[{'ser'}]
jaime lannister,Your Grace.,67,[set()]
cersei lannister,"My lords, I need a moment with my brother.",67,[set()]
men,Your Grace.,67,[set()]
cersei lannister,What are you doing?,67,[set()]
jaime lannister,Preparing the expedition north.,67,[set()]
cersei lannister,"Expedition north? I always knew you were the stupidest Lannister. The Starks and Targaryens have united against us, and you want to fight alongside them? Are you a traitor or an idiot?",67,"[set(), {'lannister'}, {'targaryens', 'starks'}, set()]"
jaime lannister,You pledged our forces to fight our common enemy.,67,[set()]
cersei lannister,I'll say whatever I need to say to ensure the survival of our house. You expect me to trust the man who murdered our father.,67,"[set(), set()]"
jaime lannister,You saw it with your own eyes. You saw a dead man trying to kill us.,67,"[set(), set()]"
cersei lannister,"I saw it burn. If dragons can't stop them, if Dothraki and Unsullied and Northmen can't stop them, how will our armies make a difference?",67,"[set(), set()]"
jaime lannister,"This isn't about noble houses, this is about the living and the dead!",67,[set()]
cersei lannister,And I intend to stay amongst the living. Let the Stark boy and his new queen--,67,"[set(), {'stark'}]"
jaime lannister,I made a promise.,67,[set()]
cersei lannister,Our child will rule Westeros.,67,[set()]
jaime lannister,Our child will never be born if the dead come south.,67,[set()]
cersei lannister,"The monsters are real. The white walkers, the dragons, the Dothraki screamers all the frightening stories we heard when we were young, they're all real. So be it. Let the monsters kill each other. And while they battle in the North, we take back the lands that belong to us.",67,"[set(), set(), set(), set(), set()]"
jaime lannister,And then what?,67,[set()]
cersei lannister,And then we rule.,67,[set()]
jaime lannister,"When the fighting in the North is over, someone wins. You understand that, don't you? If the dead win, they march south and kill us all. If the living win, and we've betrayed them, they march south and kill us all!",67,"[set(), set(), set(), set()]"
cersei lannister,The Targaryens and the Starks already want to kill us all. Most of them will die in the North.,67,"[{'targaryens', 'starks'}, set()]"
jaime lannister,I faced them in the field. We can't beat them. We can't beat their dragons.,67,"[set(), set(), set()]"
cersei lannister,How many dragons did you see at the pit?,67,[set()]
jaime lannister,Two.,67,[set()]
cersei lannister,What happened to the third?,67,[set()]
jaime lannister,"For all we know, it's guarding her fleet!",67,[set()]
cersei lannister,"She came here with her dragons and her Dothraki and her Unsullied. She came here to show us all her power. No, something happened.The dragons are vulnerable.",67,"[set(), set(), set()]"
jaime lannister,We can't beat the Dothraki. We don't have the numbers. We don't have the support of the other houses!,67,"[{'dothraki'}, set(), set()]"
cersei lannister,"No, we have something better. We have the Iron Bank. You shouldo ve listened more when Father--",67,"[set(), set(), set()]"
jaime lannister,The Golden Company is not here. They're in Essos. How is a mercenary company in Essos going to help us?,67,"[set(), set(), set()]"
cersei lannister,Do you really think Euron Greyjoy turned tail and sailed back to the Iron Islands? Do you think he abandoned the chance to marry the queen?,67,"[{'euron'}, set()]"
jaime lannister,"You plotted with Euron Greyjoy without telling me, the commander.",67,[{'euron'}]
cersei lannister,"And you conspired with Tyrion, the man who murdered our father without telling me, your queen.",67,[{'tyrion'}]
jaime lannister,I didn't conspire with him.,67,[set()]
cersei lannister,You met with him in secret without my consent. You planned to promote my enemies' interests. That is the definition of conspiracy.,67,"[set(), set(), set()]"
jaime lannister,I pledged to ride north. I intend to honor that pledge.,67,"[set(), set()]"
cersei lannister,And that will be treason.,67,[set()]
jaime lannister,Treason?,67,[{'treason'}]
cersei lannister,Disobeying your queen,67,[set()]
jaime lannister,Doesn't matter what I'd call it.,67,[set()]
cersei lannister,I told you no one walks away from me.,67,[set()]
jaime lannister,"Are you going to order him to kill me? I'm the only one you have left. Our children are gone, our father",67,"[set(), set(), set()]"
cersei lannister,There's one more yet to come.,67,[set()]
jaime lannister,"Give the order, then.",67,[set()]
jaime lannister,I don't believe you.,67,[set()]
bran stark,Come in.,67,[set()]
bran stark,Samwell Tarly.,67,[{'samwell'}]
sam,I wasn't sure if you'd remember me.,67,[set()]
bran stark,I remember everything.,67,[set()]
bran stark,You helped us get beyond the Wall. You're a good man.,67,"[set(), set()]"
sam,"Oh, well, thank you, but, um, I'm not sure that I am. What happened to you beyond the Wall?",67,"[set(), set()]"
bran stark,I became the Three-Eyed Raven.,67,[{'the'}]
sam,Oh! I don't know what that means.,67,"[set(), set()]"
bran stark,I can see things that happened in the past. I can see things happening now all over the world. Why did you come to Winterfell?,67,"[set(), set(), set()]"
sam,"Um, Jon's the one to lead the fight against the dead. I know he is. But he can't do it alone, so I've come here to help him.",67,"[{'jon'}, set(), set()]"
bran stark,He's on his way back to Winterfell with Daenerys Targaryen. You you saw this in a vision?,67,"[{'daenerys'}, set()]"
sam,Oh.,67,[set()]
bran stark,He needs to know the truth.,67,[set()]
sam,The truth about what?,67,[set()]
bran stark,About himself. No one knows. No one but me. Jon isn't really my father's son He's the son of Rhaegar Targaryen and my aunt.,67,"[set(), set(), set(), {'jon', 'rhaegar'}]"
sam,It's not.,67,[set()]
bran stark,Dornish bastards are named Sand.,67,[{'sand'}]
sam,"At the Citadel, I transcribed a High Septon's diary. He annulled Rhaegar's marriage to Elia. He wed Rhaegar and Lyanna in a secret ceremony.",67,"[{'a'}, {'rhaegar', 'elia'}, {'lyanna', 'rhaegar'}]"
bran stark,Are you certain?,67,[set()]
sam,It's what the High Septon wrote in his private diary. I don't know why he'd lie. Is this something you can see?,67,"[{'the'}, set(), set()]"
rhaegar,"Father, Smith, Warrior, Mother, Maiden, Crone, Stranger. I am hers and she is mine from this day until the end of my days.",67,"[{'smith'}, set()]"
lyanna,"Father, Smith, Warrior, Mother, Maiden, Crone, Stranger. I am his and he is mine from this day until the end of my days.",67,"[{'smith'}, set()]"
bran stark,Robert's Rebellion was built on a lie. Rhaegar didn't kidnap my aunt.,67,"[set(), {'rhaegar'}]"
bran stark,He loved her. And she loved him.,67,"[set(), set()]"
bran stark,And Jon - Jon's real name.,67,[{'jon'}]
lyanna,His name is Aegon.,67,[{'aegon'}]
bran stark,He's never been a bastard.,67,[set()]
brans voice,He needs to know. We need to tell him.,67,"[set(), set()]"
arya stark,Are you all right?,67,[set()]
sansa stark,"It's just strange. In his own horrible way, I believe he loved me.",67,"[set(), set()]"
arya stark,You did the right thing.,67,[set()]
sansa stark,You did it.,67,[set()]
arya stark,I'm just the executioner. You passed the sentence. You're the Lady.,67,"[set(), set(), set()]"
sansa stark,Does that bother you?,67,[set()]
arya stark,I was never going to be as good a lady as you. So I had to be something else. I never could have survived what you survived.,67,"[set(), set(), set()]"
sansa stark,You would have. You're the strongest person I know.,67,"[set(), set()]"
arya stark,I believe that's the nicest thing you've ever said to me.,67,[set()]
sansa stark,"Well, don't get used to it. You're still very strange and annoying.",67,"[set(), set()]"
arya stark,"In winter, we must protect ourselves. Look after one another.",67,"[set(), set()]"
sansa stark,Father,67,[set()]
arya stark,I miss him.,67,[set()]
sansa stark,"Me, too.",67,[set()]
beric,It's a long way down.,67,[set()]
tormund,Yeah. The crows keep telling me I'll get used to it.,67,"[set(), set()]"
man,"I can see movement. Watch, on the tree line!",67,"[set(), set()]"
man,What is it?,67,[set()]
tormund,Come on! Run! Run!,67,"[set(), set(), set()]"
tyrion lannister,You should consider yourself lucky. At least your balls won't freeze off.,71,"[set(), set()]"
varys,"You take great offense at dwarf jokes, but love telling eunuch jokes. Why is that?",71,"[set(), set()]"
tyrion lannister,"Because I have balls, and you don't.",71,[set()]
jon snow,I warned you. Northerners don't much trust outsiders.,71,"[set(), set()]"
jon snow,Look at you.,71,[set()]
jon snow,You're a man.,71,[set()]
bran stark,Almost.,71,[set()]
jon snow,Where's Arya?,71,[{'arya'}]
sansa stark,Lurking somewhere.,71,[set()]
jon snow,"Queen Daenerys of House Targaryen. My sister, Sansa Stark, the Lady of Winterfell.",71,"[{'daenerys', 'targaryen'}, {'sansa', 'winterfell'}]"
daenerys targaryen,"Thank you for inviting us into your home, Lady Stark. The North is as beautiful as your brother claimed, as are you.",71,"[{'stark'}, set()]"
sansa stark,"Winterfell is yours, Your Grace.",71,[set()]
bran stark,We don't have time for all this. The Night King has your dragon.,71,"[set(), {'the'}]"
bran stark,"He's one of them now. The Wall has fallen, the dead march south.",71,"[set(), set()]"
sansa stark,"As soon as we heard about the Wall, I called all our banners to retreat to Winterfell. Lord Umber when can we expect your people to arrive?",71,"[set(), {'umber'}]"
umber,"We need more horses and wagons, if it please my lady.",71,[set()]
umber,And my lord.,71,[set()]
umber,And my queen. Sorry.,71,"[set(), set()]"
sansa stark,You'll have as many as we can spare. Hurry back to Last Hearth and bring your people here.,71,"[set(), set()]"
jon snow,We need to send ravens to the Night's Watch as well. There's no sense in manning the castles anymore. We make our stand here.,71,"[set(), set(), set()]"
maester wolkan,"At once, Your Grace.",71,[set()]
lyanna mormont,Your Grace.,71,[set()]
lyanna,But you're not. Are you? You left Winterfell a king and came back a- I'm not sure what you are now.,71,"[set(), set(), set()]"
lyanna,A lord? Nothing at all?,71,"[set(), set()]"
jon snow,It's not important.,71,[set()]
lyanna,Not important? We named you King in the North.,71,"[set(), set()]"
man,King of the North!,71,[{'king'}]
jon snow,"You did, my lady. It was the honor of my life. I'll always be grateful for your faith. But when I left Winterfell, I told you we need allies or we will die. I have brought those allies home to fight alongside us. I had a choice, keep my crown or protect the North. I chose the North.",71,"[set(), set(), set(), set(), set(), set(), set()]"
tyrion lannister,"If anyone survives the war to come, we'll have Jon Snow to thank. He risked his life to show us the threat is real. Thanks to his courage, we have brought with us the greatest army the world has ever seen. We have brought two full-grown dragons. And soon, the Lannister army will ride north to join our cause.",71,"[{'jon'}, set(), set(), set(), {'lannister'}]"
tyrion lannister,"I know, I know, our people haven't been friends in the past. But we must fight together now or die.",71,"[set(), set()]"
sansa stark,"May I ask, how are we meant to feed the greatest army the world has ever seen? While I ensured our stores would last through winter, I didn't account for Dothraki, Unsullied and two full-grown dragons. What do dragons eat, anyway?",71,"[set(), set(), set()]"
daenerys targaryen,Whatever they want.,71,[set()]
gendry baratheon,"Hey, careful, lads. We need every last bit of it.",71,"[set(), set()]"
man,Sorry 'bout that.,71,[set()]
gendry baratheon,Are these the last of the wagons?,71,[set()]
man,Aye.,71,[set()]
gendry baratheon,"All right, let's get it all to the forges.",71,[set()]
tyrion lannister,My lord. My lady.,71,"[set(), set()]"
royce,My lady.,71,[set()]
tyrion lannister,The Lady of Winterfell. Has a nice ring to it.,71,"[{'the'}, set()]"
sansa stark,"So does Hand of the Queen. Depending on the queen, I suppose.",71,"[{'hand'}, set()]"
tyrion lannister,Last time we spoke was at Joffrey's wedding. Miserable affair.,71,"[{'joffrey'}, set()]"
sansa stark,It had its moments.,71,[set()]
sansa stark,Apologies for leaving like that.,71,[set()]
tyrion lannister,"Yes, it was a bit hard to explain why my wife fled moments after the king's murder.",71,[set()]
sansa stark,We both survived.,71,[set()]
tyrion lannister,Many underestimated you. Most of them are dead now.,71,"[set(), set()]"
tyrion lannister,"I'm sure you weren't thrilled to hear the Lannister army's marching north. You have every right to be fearful of my sister. No one fears her more than I do. But I promise, you'll be safe-",71,"[{'lannister'}, set(), set(), set()]"
sansa stark,Cersei told you her army was coming north to fight for you?,71,[{'cersei'}]
tyrion lannister,She did.,71,[set()]
sansa stark,And you believed her?,71,[set()]
tyrion lannister,She has something to live for now. I believe she wants to survive.,71,"[set(), set()]"
sansa stark,I used to think you were the cleverest man alive.,71,[set()]
arya stark,You used to be taller.,71,[set()]
jon snow,How did you sneak up on me?,71,[set()]
arya stark,How did you survive a knife through the heart?,71,[set()]
jon snow,I didn't.,71,[set()]
jon snow,You still have it.,71,[set()]
arya stark,Needle.,71,[set()]
jon snow,Have you ever used it?,71,[set()]
arya stark,Once or twice.,71,[set()]
arya stark,Valyrian steel.,71,[set()]
jon snow,Jealous?,71,[set()]
arya stark,Too heavy for me.,71,[set()]
jon snow,Where were you before? I couldo ve used your help with Sansa.,71,"[set(), {'sansa'}]"
arya stark,"She doesn't like your queen, does she?",71,[set()]
jon snow,Sansa thinks she's smarter than everyone.,71,[{'sansa'}]
arya stark,She's the smartest person I've ever met.,71,[set()]
jon snow,Now you're defending her?,71,[set()]
jon snow,You?,71,[set()]
arya stark,I'm defending our family. So is she.,71,"[set(), set()]"
jon snow,Yeah. I'm her family too.,71,"[set(), set()]"
arya stark,Don't forget that.,71,[set()]
qyburn,"Your Grace, I'm afraid I bring terrible news. The dead have broken through the Wall.",71,"[set(), set()]"
cersei lannister,Good.,71,[set()]
yara greyjoy,Why don't you just get it over with and kill me?,71,[set()]
